Annual maxima of daily discharge,Annual maxima of daily precipitation,Annual maxima of daily precipitation and snowmelt,Annual maxima of daily snowmelt,Annual maxima of daily total runoff coefficient,Annual mean of daily discharge,Annual mean of daily near-surface air temperature,Annual mean of daily precipitation,Annual mean of daily total runoff coefficient,Area,Average elevation,Average water capacity,Build-up areas,Circularity,Clay,Confidence,Eolian deposits,Forests,Glaciers,Gravel,Irrigated agriculture,Lakes,Marshes,Peat,River network density,River slopeness,Sand,Silt,Slopeness (average),Soil sealing,Soil texture (dimensionless index from 1 to 13),Steepness (equation),Time of concentration,Total area,Unconsolidated deposits,U-matrix,X,Y,XY,Total events in node
71.421,30.995,42.401,30.839,0.830,11.438,278.104,2.431,0.469,674.765,145.383,6.061,0.709,0.234,11.881,77.691,0.000,68.080,0.000,1.068,0.000,4.282,4.194,0.004,0.298,5.808,56.539,31.555,5.220,0.218,3.186,11.717,366.737,688.369,27.012,0.551,16,13,796,5.000
72.516,30.204,38.165,26.208,0.770,13.715,278.277,2.261,0.426,1172.285,134.312,27.040,0.705,0.226,12.378,70.436,0.003,65.115,0.000,1.821,0.002,3.918,3.641,0.076,0.291,5.263,55.638,31.958,4.497,0.220,3.376,10.889,363.910,1198.309,26.023,0.974,17,13,797,nan
161.537,27.057,31.531,19.662,0.638,44.735,278.502,1.756,0.297,6064.647,98.834,95.527,0.845,0.217,13.741,51.251,0.021,57.265,0.000,4.679,0.010,2.523,1.841,0.493,0.265,3.067,52.634,33.580,2.760,0.254,3.636,9.684,325.962,6163.061,17.960,1.134,18,13,798,nan
311.240,27.312,30.386,17.640,0.591,86.507,278.376,1.633,0.278,12222.603,105.822,104.364,0.726,0.238,13.718,48.164,0.040,57.092,0.000,6.635,0.010,3.050,1.875,0.819,0.277,2.578,51.569,34.618,2.474,0.233,3.328,9.046,243.024,12360.623,11.943,0.666,19,13,799,5.000
435.835,28.324,30.813,16.896,0.566,112.370,278.308,1.637,0.283,16111.771,119.663,96.223,0.595,0.258,13.429,49.799,0.056,58.834,0.000,7.766,0.010,3.716,2.275,0.977,0.291,2.683,51.466,34.990,2.607,0.212,3.049,8.658,180.786,16189.380,8.895,0.594,20,13,800,48.000
509.258,29.173,31.201,15.526,0.516,116.638,278.550,1.654,0.271,16977.898,127.858,89.029,0.584,0.272,13.300,52.458,0.142,60.043,0.000,8.605,0.023,3.742,2.408,0.984,0.291,2.765,51.757,34.847,2.738,0.229,2.934,8.638,149.508,16902.577,7.964,0.764,21,13,801,38.000
417.249,30.010,31.471,12.387,0.436,84.375,279.759,1.762,0.245,12441.955,135.879,80.664,0.989,0.284,13.350,60.023,0.689,57.808,0.000,9.020,0.111,2.689,1.766,0.700,0.270,3.014,52.562,34.042,2.923,0.431,2.949,9.692,149.128,12285.402,10.871,1.097,22,13,802,1.000
154.100,31.403,32.382,8.856,0.377,27.513,281.659,1.984,0.242,4058.576,139.367,86.998,2.271,0.294,13.141,71.667,1.403,43.806,0.000,7.722,0.281,1.008,0.483,0.214,0.247,4.049,54.728,32.151,3.311,0.943,2.930,12.322,141.873,4024.372,14.182,1.148,23,13,803,32.000
40.277,32.511,33.483,8.798,0.398,6.218,281.792,2.062,0.274,898.422,113.961,114.821,3.914,0.320,11.945,79.193,0.764,24.690,0.000,6.515,0.356,0.347,0.079,0.050,0.241,4.958,59.075,29.024,4.109,1.427,2.623,17.574,98.210,908.090,9.209,0.917,24,13,804,7.000
20.512,32.893,33.955,9.773,0.437,2.861,281.449,2.083,0.297,371.768,110.229,125.406,4.911,0.338,11.352,82.759,0.189,15.956,0.000,6.212,0.384,0.131,0.026,0.018,0.247,5.400,61.058,27.642,4.751,1.767,2.312,20.702,75.693,376.241,5.020,0.952,25,13,805,68.000
76.976,33.868,35.823,14.033,0.530,13.307,280.680,2.164,0.319,1589.784,228.706,81.324,5.115,0.339,13.177,88.422,0.065,23.186,0.000,6.089,0.284,0.124,0.017,0.005,0.287,8.696,55.668,31.213,6.595,2.360,1.520,19.096,89.718,1590.335,4.901,1.482,26,13,806,nan
177.279,35.124,38.594,20.413,0.666,33.165,279.654,2.305,0.351,3962.334,402.268,11.277,5.118,0.334,16.353,96.064,0.088,37.735,0.000,6.518,0.100,0.203,0.023,0.002,0.345,13.868,46.366,37.343,9.543,3.188,0.473,14.894,119.921,3960.668,6.479,0.844,27,13,807,nan
194.668,35.287,39.012,21.378,0.690,37.164,279.527,2.332,0.358,4444.176,420.686,0.995,5.186,0.333,16.981,97.193,0.095,39.570,0.000,6.930,0.067,0.216,0.045,0.018,0.355,14.526,44.643,38.438,9.964,3.354,0.336,14.056,124.774,4442.941,6.803,0.238,28,13,808,1.000
186.999,35.140,38.845,21.009,0.689,35.427,279.599,2.357,0.367,4139.683,394.186,5.124,5.051,0.328,17.256,96.802,0.091,35.469,0.000,7.642,0.062,0.258,0.448,0.232,0.358,13.994,44.207,38.595,9.360,3.264,0.573,15.357,121.776,4140.486,6.491,0.748,29,13,809,3.000
141.653,33.253,36.685,18.533,0.667,24.881,279.934,2.617,0.431,2152.370,246.578,36.733,3.574,0.316,17.372,93.080,0.041,15.892,0.000,10.336,0.030,0.621,3.618,1.515,0.369,11.433,44.797,37.874,7.049,2.488,2.223,22.837,104.520,2162.449,3.465,1.208,30,13,810,nan
114.291,31.788,34.620,15.600,0.605,21.439,280.248,2.795,0.468,1079.034,140.439,70.883,2.010,0.301,17.515,86.645,0.005,4.676,0.000,11.416,0.004,1.132,7.927,1.990,0.366,8.636,45.584,36.920,5.389,1.761,3.429,24.255,100.873,1098.705,2.453,0.951,31,13,811,2.000
107.808,31.936,34.348,13.981,0.551,23.716,280.474,2.791,0.461,1122.079,114.353,99.579,1.374,0.287,18.159,80.510,0.002,3.900,0.000,10.294,0.001,1.454,12.324,1.238,0.346,6.501,45.472,36.364,4.470,1.511,3.621,19.440,111.184,1145.403,3.971,0.969,32,13,812,nan
102.479,32.359,34.616,13.275,0.528,24.385,280.631,2.778,0.454,1143.920,103.148,120.891,1.159,0.279,18.667,76.731,0.001,3.786,0.000,9.147,0.001,1.559,15.320,0.534,0.327,5.255,45.309,36.003,3.890,1.444,3.650,16.125,118.678,1166.592,5.137,0.700,33,13,813,nan
99.449,32.659,34.871,12.908,0.521,23.937,280.732,2.752,0.449,1173.870,107.735,130.294,1.139,0.275,18.857,75.219,0.013,3.904,0.000,8.419,0.024,1.497,15.603,0.191,0.316,5.017,45.193,35.918,3.673,1.446,3.661,15.004,122.286,1193.990,6.057,0.737,34,13,814,nan
103.770,33.667,36.195,13.149,0.520,20.415,281.243,2.452,0.408,2210.187,348.830,115.340,1.069,0.273,19.244,78.700,0.400,7.957,0.000,6.959,0.790,1.039,10.029,0.044,0.319,9.264,44.957,35.768,4.745,1.273,3.304,19.154,123.224,2234.790,8.043,1.274,35,13,815,nan
130.804,35.391,38.216,13.925,0.495,16.654,282.367,1.775,0.304,5941.989,909.293,71.468,0.738,0.274,20.296,89.324,1.223,17.622,0.000,4.762,2.882,0.321,0.675,0.001,0.344,18.928,44.670,35.043,7.726,0.767,2.352,29.576,120.911,5984.818,10.129,0.858,36,13,816,1.000
139.426,34.866,37.340,13.010,0.454,18.393,282.681,1.619,0.263,7453.396,957.105,67.531,0.617,0.274,20.559,91.604,1.048,19.408,0.000,4.711,3.415,0.262,0.034,0.000,0.346,19.278,44.577,34.878,8.392,0.652,2.311,30.956,118.248,7493.179,9.957,0.324,37,13,817,77.000
123.212,33.662,35.822,11.596,0.406,16.182,283.102,1.473,0.222,6749.892,943.455,67.746,0.514,0.276,20.798,93.529,0.668,20.307,0.000,4.846,3.613,0.255,0.020,0.000,0.344,18.853,44.485,34.734,9.142,0.563,2.369,32.696,110.169,6782.277,8.641,0.360,38,13,818,125.000
88.659,32.176,33.995,9.812,0.358,10.206,283.662,1.327,0.185,4273.533,904.829,67.954,0.477,0.282,21.106,95.473,0.281,19.809,0.000,5.031,3.584,0.262,0.014,0.000,0.338,18.190,44.257,34.656,9.771,0.514,2.438,33.625,100.603,4296.595,6.112,0.356,39,13,819,148.000
63.896,31.136,32.633,8.237,0.328,5.815,284.165,1.244,0.165,2463.116,844.997,68.159,0.601,0.289,21.419,96.710,0.078,17.458,0.000,5.284,3.386,0.268,0.007,0.001,0.332,16.886,43.832,34.768,9.608,0.564,2.535,31.616,97.112,2482.134,3.812,0.355,40,13,820,106.000
51.841,30.853,32.094,7.047,0.321,3.875,284.610,1.225,0.159,1644.339,752.673,70.932,0.950,0.295,21.572,97.364,0.069,14.548,0.000,5.596,2.840,0.242,0.002,0.003,0.327,15.228,43.510,34.944,8.854,0.734,2.710,29.131,99.133,1672.843,2.693,0.483,41,13,821,50.000
45.379,32.021,32.952,6.005,0.337,3.371,284.899,1.340,0.173,1236.581,588.190,78.285,1.606,0.303,21.222,97.540,0.227,11.756,0.000,5.959,1.947,0.185,0.001,0.007,0.318,12.744,43.697,35.132,7.620,1.087,3.098,26.566,114.608,1277.443,2.258,0.682,42,13,822,3.000
128.957,35.372,36.283,6.974,0.400,20.158,284.433,1.604,0.226,7511.757,543.806,81.579,2.357,0.308,20.484,96.894,0.285,12.175,0.000,6.022,3.242,0.244,0.008,0.008,0.309,12.409,44.338,35.240,7.310,1.575,3.596,21.462,143.068,7535.108,3.113,0.811,43,13,823,nan
309.510,37.148,38.750,9.841,0.451,54.156,283.986,1.554,0.255,20588.900,806.400,69.645,2.527,0.299,20.540,96.129,0.045,17.318,0.000,5.837,7.312,0.482,0.023,0.001,0.323,18.394,44.680,34.798,9.477,1.680,3.384,20.321,148.460,20576.620,4.806,0.591,44,13,824,nan
307.526,38.194,39.968,10.000,0.454,53.922,284.242,1.501,0.248,20267.280,844.051,65.435,2.299,0.296,20.701,95.913,0.006,20.030,0.000,5.821,8.511,0.503,0.022,0.000,0.333,21.012,44.767,34.543,10.589,1.520,3.100,27.273,138.990,20219.550,4.529,0.341,45,13,825,74.000
226.667,39.931,41.807,9.621,0.451,39.547,284.736,1.469,0.234,14558.360,820.180,64.854,1.809,0.297,21.076,96.009,0.004,22.672,0.000,5.628,9.367,0.430,0.014,0.000,0.344,23.447,44.539,34.402,11.999,1.197,2.789,38.387,120.212,14483.926,3.658,0.420,46,13,826,39.000
145.884,41.972,44.156,9.738,0.453,25.495,285.196,1.420,0.222,9436.178,806.995,67.272,1.326,0.299,21.646,96.345,0.004,24.364,0.000,5.220,10.751,0.360,0.007,-0.000,0.355,26.202,44.026,34.356,13.565,0.866,2.541,45.745,104.227,9445.573,2.595,0.466,47,13,827,34.000
106.796,43.972,46.600,10.488,0.467,17.756,285.332,1.405,0.224,6995.932,803.435,69.439,1.135,0.300,21.922,96.351,0.009,24.165,0.000,4.904,12.850,0.340,0.004,0.000,0.367,27.733,43.766,34.349,14.067,0.743,2.617,45.714,98.457,7240.121,2.422,0.551,48,13,828,18.000
101.351,46.310,49.143,11.093,0.492,13.706,285.165,1.514,0.245,6004.157,782.001,69.940,1.323,0.299,21.589,95.129,0.030,24.231,0.000,4.955,15.178,0.341,0.004,0.000,0.392,30.171,44.108,34.340,13.918,0.881,2.905,45.404,100.326,6343.104,4.133,0.669,49,13,829,29.000
102.827,49.558,52.149,11.025,0.513,10.771,284.974,1.695,0.271,5270.157,732.147,71.801,1.623,0.300,20.992,94.335,0.044,25.985,0.000,5.433,17.562,0.309,0.005,0.000,0.428,36.187,44.596,34.442,14.263,1.115,3.096,46.831,112.851,5525.355,5.817,0.713,50,13,830,25.000
119.823,52.882,54.867,10.038,0.517,10.206,284.925,1.827,0.282,4313.135,641.507,77.787,1.962,0.305,20.507,95.330,0.028,30.186,0.000,6.176,20.542,0.239,0.003,0.000,0.463,39.173,44.953,34.551,14.434,1.331,3.315,49.307,153.908,4497.152,5.633,0.700,51,13,831,21.000
273.871,52.575,54.211,9.210,0.505,25.287,284.904,1.840,0.270,7821.914,572.848,82.877,2.177,0.305,20.548,95.963,0.023,33.258,0.000,6.646,22.860,0.200,0.007,0.000,0.471,34.583,44.710,34.735,13.774,1.381,3.550,47.483,202.527,8019.405,4.902,0.792,52,13,832,50.000
877.448,46.944,48.878,9.725,0.484,94.680,284.733,1.753,0.262,24010.817,624.200,75.632,1.782,0.298,20.917,94.679,0.073,28.153,0.000,6.441,21.128,0.311,0.027,0.000,0.440,30.865,43.999,35.086,12.664,1.196,3.405,34.435,198.523,24345.184,5.702,1.282,53,13,833,1.000
1820.099,41.658,44.076,11.096,0.468,213.371,284.313,1.708,0.268,46115.532,709.272,64.853,1.239,0.293,21.018,92.670,0.126,20.996,0.001,5.809,15.877,0.475,0.053,0.005,0.403,31.473,43.418,35.585,11.733,1.010,3.059,19.082,183.365,46572.727,6.978,1.405,54,13,834,nan
2642.507,39.880,42.479,12.090,0.470,334.301,283.829,1.725,0.278,62143.625,717.298,58.941,1.247,0.293,20.676,91.152,0.146,19.042,0.002,5.485,11.863,0.570,0.073,0.061,0.386,31.872,43.486,35.867,11.119,1.058,2.811,12.150,189.325,62599.425,7.599,1.199,55,13,835,21.000
3459.137,38.585,41.062,13.369,0.495,567.743,282.785,1.803,0.294,87613.390,614.766,49.529,2.103,0.290,19.157,86.464,0.564,21.659,0.012,5.620,7.855,0.693,0.123,0.394,0.362,28.003,45.096,35.777,9.618,1.521,2.358,9.472,216.474,87903.884,9.157,1.306,56,13,836,7.000
4482.487,39.093,41.946,17.613,0.575,1249.763,280.613,2.368,0.374,128157.308,500.545,60.228,4.450,0.291,17.094,82.173,4.668,29.716,0.141,6.643,2.581,0.894,0.214,0.722,0.359,35.519,46.359,36.580,9.818,2.811,2.733,8.844,265.307,128210.798,12.428,1.793,57,13,837,12.000
5118.087,42.910,46.827,21.645,0.646,1789.186,279.559,3.090,0.473,130899.826,596.875,98.186,6.243,0.301,17.610,88.475,9.815,35.031,0.314,7.655,1.207,0.948,0.215,0.273,0.409,58.319,44.093,38.336,13.792,3.804,4.327,10.750,276.548,130933.028,13.282,1.111,58,13,838,nan
5253.236,44.029,48.242,22.523,0.660,1893.566,279.414,3.266,0.497,127811.401,636.374,108.730,6.616,0.304,17.929,90.812,11.018,35.967,0.356,7.874,1.189,0.948,0.206,0.102,0.425,64.567,43.318,38.793,14.973,4.010,4.773,11.369,275.544,127848.733,13.230,0.605,59,13,839,133.000
266.126,27.300,36.374,29.717,0.853,86.252,272.392,2.037,0.533,6373.309,398.844,130.792,0.312,0.266,6.409,63.550,0.012,49.916,0.006,4.367,0.000,10.027,11.574,0.946,0.287,9.513,65.659,27.923,5.362,0.108,2.899,14.354,482.943,6298.745,1.855,0.853,0,14,840,nan
244.074,27.451,36.255,29.884,0.858,75.883,272.692,2.043,0.527,5692.686,394.718,129.362,0.305,0.267,6.393,66.032,0.010,52.736,0.005,4.193,0.000,9.109,10.955,0.777,0.289,9.233,65.723,27.863,5.357,0.120,2.907,13.960,481.645,5632.067,1.504,0.876,1,14,841,nan
167.151,28.576,35.851,29.943,0.866,45.076,274.017,2.102,0.507,3689.967,376.830,124.661,0.267,0.273,6.424,75.707,0.003,62.729,0.002,3.445,0.000,6.467,7.911,0.309,0.294,9.036,65.719,27.808,5.390,0.155,2.886,13.141,487.181,3667.031,0.487,0.722,2,14,842,nan
125.107,29.675,35.994,29.780,0.866,31.969,274.852,2.167,0.497,2839.427,356.903,126.438,0.258,0.278,6.435,80.427,0.000,68.438,0.000,3.278,0.000,5.767,5.734,0.128,0.293,10.068,65.909,27.604,5.846,0.169,2.746,16.990,493.008,2850.767,0.373,0.657,3,14,843,4.000
87.799,30.865,37.686,30.422,0.867,23.558,275.428,2.279,0.504,2128.899,329.594,135.197,0.263,0.287,6.441,82.756,0.000,72.294,0.000,4.127,0.000,6.552,3.821,0.065,0.281,13.504,66.441,27.087,7.402,0.175,2.294,30.890,487.633,2237.534,1.246,0.878,4,14,844,7.000
56.630,32.344,38.715,29.028,0.824,16.810,275.912,2.344,0.503,1496.306,299.067,141.708,0.273,0.294,6.557,83.835,0.000,74.700,0.000,4.866,0.000,7.628,2.498,0.026,0.277,15.472,66.632,26.802,8.450,0.184,1.934,39.548,455.687,1736.097,2.384,0.931,5,14,845,nan
59.936,33.690,37.701,24.447,0.725,19.078,275.953,2.256,0.475,1682.989,280.073,139.846,0.310,0.288,6.777,81.700,0.003,73.722,0.000,4.340,0.001,8.055,2.817,0.027,0.290,12.588,66.115,27.097,7.515,0.192,2.154,29.809,417.297,1958.158,2.882,0.751,6,14,846,1.000
71.402,34.363,36.769,20.992,0.650,22.711,275.798,2.158,0.448,2018.792,275.185,134.668,0.343,0.279,6.963,79.450,0.013,72.376,0.000,3.669,0.001,7.839,3.362,0.036,0.304,9.670,65.593,27.427,6.535,0.194,2.489,19.774,393.944,2241.808,2.739,0.558,7,14,847,16.000
70.635,33.689,35.848,20.112,0.637,22.156,275.585,2.078,0.439,2002.571,267.941,127.761,0.342,0.271,7.024,77.180,0.029,72.302,0.000,3.787,0.001,7.321,3.398,0.064,0.311,8.120,65.474,27.485,6.023,0.188,2.691,16.379,358.814,2138.290,2.427,0.733,8,14,848,2.000
46.419,30.779,33.971,22.246,0.721,13.311,274.863,1.944,0.457,1223.940,208.584,110.918,0.245,0.265,6.923,69.988,0.026,73.684,0.000,6.255,0.000,6.063,3.682,0.279,0.324,6.131,65.427,27.633,4.497,0.161,2.766,16.121,251.296,1256.388,4.237,1.033,9,14,849,5.000
22.645,27.290,31.759,24.597,0.825,4.464,274.134,1.809,0.480,398.320,118.214,91.646,0.086,0.271,6.690,61.698,0.004,75.267,0.000,8.911,0.000,5.244,4.677,0.473,0.344,4.197,65.258,28.026,2.489,0.130,2.970,15.754,115.910,382.494,9.756,0.840,10,14,850,nan
17.813,26.155,31.095,24.894,0.845,2.922,274.071,1.769,0.480,256.541,95.767,84.814,0.056,0.277,6.475,61.310,0.000,75.089,0.000,9.220,0.000,5.268,4.899,0.403,0.352,4.172,65.539,27.965,2.150,0.123,3.130,18.189,78.326,235.293,13.463,0.599,11,14,851,31.000
14.096,25.851,31.678,24.888,0.840,2.261,273.813,1.757,0.469,203.708,108.335,75.404,0.082,0.284,5.977,67.655,0.000,71.784,0.000,9.897,0.000,4.607,4.548,0.265,0.368,6.638,66.662,27.381,2.557,0.106,2.832,33.778,77.573,186.481,20.987,0.800,12,14,852,nan
12.238,26.105,34.377,25.928,0.828,2.086,273.572,1.816,0.453,166.462,140.962,56.522,0.152,0.289,5.649,80.123,-0.000,65.911,0.000,10.533,0.000,3.412,3.880,0.078,0.392,11.096,67.709,26.733,3.569,0.077,2.142,59.505,100.841,164.032,33.296,1.134,13,14,853,nan
32.094,27.898,41.693,32.168,0.860,5.934,275.582,2.160,0.462,362.796,150.913,32.306,0.301,0.264,8.490,83.747,-0.000,67.262,0.000,5.915,0.000,4.440,4.332,0.007,0.355,9.594,62.803,28.754,4.624,0.114,2.401,41.421,162.309,374.622,31.398,1.218,14,14,854,1.000
47.179,29.835,45.040,34.518,0.867,8.824,277.605,2.445,0.473,512.097,152.069,15.779,0.340,0.237,11.286,82.767,0.000,69.896,0.000,1.419,0.000,5.541,5.805,0.001,0.314,6.521,57.751,30.943,5.156,0.140,2.891,16.360,201.291,529.066,25.534,0.819,15,14,855,1.000
46.039,30.300,42.552,31.328,0.836,8.778,278.067,2.459,0.465,532.805,152.668,15.702,0.320,0.228,11.871,81.404,0.000,69.223,0.000,0.764,0.000,5.394,6.646,0.011,0.306,5.747,56.663,31.436,5.068,0.136,3.013,12.478,203.767,550.390,24.512,0.721,16,14,856,3.000
60.089,28.653,37.478,26.483,0.774,13.880,278.281,2.190,0.401,1450.632,127.329,50.429,0.618,0.215,12.612,69.876,0.005,63.481,0.000,1.928,0.004,3.919,5.099,0.155,0.285,4.502,55.241,32.124,4.064,0.178,3.316,11.804,252.434,1483.848,22.569,1.090,17,14,857,nan
178.593,26.380,31.229,20.171,0.656,49.650,278.357,1.703,0.293,6810.790,86.572,109.244,1.136,0.210,13.574,50.653,0.026,53.950,0.000,4.847,0.011,1.967,1.591,0.602,0.259,2.498,52.590,33.794,2.374,0.248,3.586,10.631,300.477,6910.044,16.895,0.892,18,14,858,8.000
356.221,27.374,30.818,18.638,0.622,98.628,278.185,1.640,0.293,13924.590,93.299,109.207,0.995,0.229,13.448,49.687,0.046,53.531,0.000,6.214,0.012,2.577,1.357,0.949,0.276,2.318,51.605,34.851,2.243,0.236,3.283,9.921,238.459,14068.551,13.151,0.544,19,14,859,59.000
556.002,28.633,31.442,18.120,0.606,143.678,278.076,1.648,0.305,20626.101,105.486,101.392,0.765,0.249,13.264,51.183,0.066,54.677,0.000,7.150,0.013,3.348,1.619,1.231,0.296,2.430,51.011,35.596,2.348,0.218,2.976,9.098,171.425,20716.173,10.308,0.479,20,14,860,105.000
735.452,29.659,32.018,17.263,0.575,168.887,278.238,1.671,0.303,24672.545,114.776,96.111,0.672,0.262,13.225,52.664,0.122,55.283,0.000,7.747,0.021,3.556,1.783,1.381,0.307,2.543,50.804,35.859,2.435,0.233,2.820,8.247,127.541,24559.822,8.849,0.491,21,14,861,38.000
705.945,30.655,32.513,14.902,0.515,143.361,279.320,1.790,0.289,21240.070,126.688,93.065,1.010,0.272,13.511,57.341,0.502,51.138,0.000,7.881,0.084,2.790,1.569,1.197,0.302,2.906,51.080,35.361,2.624,0.451,2.896,8.254,114.233,20956.275,11.248,0.988,22,14,862,1.000
253.148,32.129,33.472,10.737,0.436,45.932,281.428,2.096,0.291,6571.319,136.834,98.887,2.140,0.285,14.061,70.771,1.049,33.243,0.000,7.616,0.219,1.047,0.827,0.464,0.278,4.132,52.272,33.670,3.412,1.069,3.202,12.026,124.308,6479.417,19.496,1.334,23,14,863,1.000
62.157,32.955,34.249,9.736,0.428,9.825,281.698,2.193,0.312,1059.278,118.413,117.076,3.334,0.309,13.405,79.547,0.557,17.928,0.000,7.483,0.275,0.384,0.515,0.136,0.263,4.918,55.351,31.252,4.270,1.473,3.102,17.153,104.949,1064.829,18.382,1.314,24,14,864,1.000
28.269,33.052,34.311,9.894,0.445,4.102,281.524,2.168,0.319,339.506,103.380,129.299,4.378,0.329,12.317,82.342,0.152,12.244,0.000,7.070,0.335,0.176,0.287,0.053,0.255,5.076,58.657,29.051,4.683,1.692,2.791,20.156,83.539,345.649,11.787,1.230,25,14,865,nan
38.864,33.264,34.800,11.500,0.485,6.204,281.214,2.168,0.322,668.376,141.773,116.216,4.937,0.338,12.359,84.811,0.046,14.835,0.000,6.713,0.341,0.100,0.113,0.018,0.265,6.373,58.405,29.281,5.510,1.982,2.298,20.495,80.163,671.408,7.412,1.618,26,14,866,nan
144.908,34.493,37.769,18.982,0.638,25.674,279.961,2.296,0.350,3050.170,349.942,31.644,5.016,0.336,15.643,93.964,0.078,32.972,0.000,6.838,0.160,0.199,0.035,0.011,0.333,12.758,48.466,35.951,8.996,2.938,0.845,16.534,110.459,3050.064,6.815,1.269,27,14,867,nan
174.514,34.686,38.741,21.598,0.698,31.026,279.579,2.355,0.367,3668.444,406.044,4.827,4.974,0.332,17.039,96.928,0.093,36.806,0.000,7.384,0.087,0.255,0.192,0.136,0.358,14.585,44.534,38.484,9.777,3.233,0.511,15.726,119.824,3668.606,6.915,0.674,28,14,868,nan
136.311,33.509,37.510,20.163,0.701,22.435,279.866,2.517,0.414,2255.182,300.183,24.732,4.351,0.323,17.357,95.423,0.059,22.290,0.000,9.533,0.052,0.364,1.858,1.084,0.365,12.587,44.443,38.244,7.832,2.866,1.741,21.291,106.521,2260.163,4.318,0.883,29,14,869,nan
101.907,32.182,35.345,16.908,0.658,15.424,280.246,2.741,0.464,833.265,170.741,50.507,3.107,0.315,17.213,92.203,0.016,6.976,0.000,11.853,0.014,0.611,4.256,2.138,0.371,10.119,45.481,37.338,6.006,2.219,3.279,27.189,93.529,844.882,1.325,0.705,30,14,870,4.000
101.136,31.764,34.425,15.296,0.611,17.150,280.341,2.774,0.466,812.739,145.473,57.947,2.374,0.308,17.173,89.523,0.015,5.235,0.000,12.154,0.008,0.853,5.147,2.205,0.372,9.188,45.795,37.055,5.674,1.887,3.592,26.553,96.292,829.406,1.591,0.460,31,14,871,94.000
101.954,31.620,33.932,14.017,0.563,19.567,280.442,2.763,0.461,964.622,135.025,68.014,1.768,0.298,17.252,86.629,0.020,5.382,0.000,11.789,0.007,1.062,6.265,1.922,0.367,8.274,45.949,36.811,5.413,1.636,3.707,24.284,104.231,985.605,2.708,0.685,32,14,872,121.000
97.675,31.964,34.021,12.968,0.522,20.010,280.621,2.742,0.453,998.017,129.909,83.766,1.387,0.290,17.365,84.423,0.022,5.592,0.000,10.857,0.007,1.111,7.888,1.325,0.353,7.415,46.248,36.394,5.112,1.494,3.743,21.926,115.189,1019.706,3.924,0.844,33,14,873,24.000
91.733,32.731,34.647,12.285,0.498,18.546,280.871,2.697,0.441,993.350,157.926,97.297,1.250,0.286,17.545,83.710,0.037,6.393,0.000,9.624,0.061,0.998,8.807,0.672,0.337,7.205,46.476,35.986,4.969,1.423,3.700,20.356,128.112,1012.463,4.926,1.134,34,14,874,nan
99.708,34.620,37.053,13.374,0.500,14.276,281.663,2.189,0.367,2471.906,612.439,83.286,1.110,0.285,19.059,88.425,0.405,13.603,0.000,6.495,1.389,0.560,3.886,0.127,0.341,14.262,45.513,35.440,6.905,1.106,3.011,24.613,131.141,2488.028,7.416,1.167,35,14,875,nan
108.305,35.346,38.029,14.261,0.493,12.485,282.262,1.728,0.300,4024.547,984.302,66.661,0.891,0.285,20.318,92.865,0.656,19.340,0.000,4.645,2.649,0.299,0.131,0.002,0.353,20.613,44.780,34.915,8.945,0.839,2.415,30.534,114.819,4040.972,8.906,0.529,36,14,876,1.000
96.961,34.975,37.376,13.342,0.459,11.650,282.576,1.606,0.267,4022.644,999.751,66.836,0.700,0.285,20.556,94.495,0.481,21.430,0.000,4.713,2.857,0.270,0.010,0.000,0.353,20.913,44.759,34.700,9.699,0.694,2.386,33.346,107.103,4037.868,7.906,0.337,37,14,877,41.000
72.823,33.946,36.087,11.911,0.410,9.078,282.970,1.460,0.225,3278.041,994.332,67.807,0.491,0.286,20.880,96.350,0.238,23.838,0.000,5.002,2.998,0.251,0.006,-0.000,0.349,21.005,44.647,34.490,10.735,0.523,2.423,36.470,97.557,3290.031,5.881,0.359,38,14,878,63.000
49.913,32.691,34.637,10.557,0.363,6.246,283.234,1.351,0.193,2364.609,983.315,68.326,0.376,0.290,21.278,97.547,0.075,24.003,0.000,5.412,3.127,0.254,0.004,0.000,0.345,20.724,44.257,34.482,11.299,0.421,2.537,36.588,91.590,2374.523,3.892,0.309,39,14,879,146.000
38.406,31.878,33.670,9.690,0.334,4.716,283.331,1.303,0.176,1913.806,964.183,68.986,0.403,0.292,21.664,97.960,0.018,21.345,0.000,5.835,3.177,0.265,0.002,0.000,0.341,19.873,43.647,34.703,11.043,0.418,2.719,33.648,90.624,1927.971,2.842,0.276,40,14,880,302.000
32.437,31.612,33.303,9.216,0.323,3.717,283.436,1.281,0.168,1594.406,932.129,70.892,0.568,0.295,21.987,98.200,0.008,17.941,0.000,6.199,2.904,0.247,0.001,0.000,0.339,19.019,43.079,34.947,10.526,0.481,2.948,31.465,88.637,1621.332,2.574,0.309,41,14,881,46.000
30.926,32.817,34.377,8.778,0.334,3.262,283.766,1.280,0.166,1363.499,862.393,74.375,0.901,0.297,22.140,98.487,0.023,14.815,0.000,6.402,2.374,0.199,0.001,0.002,0.337,17.824,42.751,35.126,9.839,0.636,3.188,30.630,86.117,1406.424,2.830,0.491,42,14,882,6.000
